X,Y,OBJECTID,Block,Lot,PermitNum,VBN,DateIssue,DateIssued,ExistingUse,ProposedUse,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address,GlobalID
-8522398.92108607,4771277.08966286,7509,5789,002,USE2016-04786,Y,2016/10/24 13:09:04+00,Oct 24 2016  1,SF,SF,D,3,WALTHERSON                               ,5789 002,3502 ECHODALE AVE,7a6ea028-5474-4aac-8278-d33451bd811b
-8522572.16351812,4771055.47096611,7510,5795,003,USE2015-01201,Y,2015/06/11 00:00:00+00,Jun 11 2015 12,2FD,SF,D,2,WALTHERSON                               ,5795 003,5009 WALTHER AVE,76ed480d-5e49-4710-bf86-b4cd26507773
-8522962.81079268,4771861.55435657,7511,5797,001,USE2017-00481,Y,2017/02/03 15:03:43+00,Feb  3 2017  3,SF,SF,F,3,WALTHERSON                               ,5797 001,3001 ECHODALE AVE,49a23163-bcf6-4f72-9dc6-7ddfb098ff5e
-8523006.25301358,4771853.06457004,7512,5797,035,USE2015-04812,Y,2015/11/18 00:00:00+00,Nov 18 2015 12,VAC,SF,F,3,WALTHERSON                               ,5797 035,5215 HARFORD ROAD,7133effe-858d-444a-a1b5-d3c0a9a4c8c2
-8523002.70817074,4771860.20179844,7513,5797,036,USE2020-50227,Y,2020/01/28 14:30:23+00,Jan 28 2020  2,1-08,1-08,F,3,WALTHERSON                               ,5797 036,5217 HARFORD ROAD,925b9e97-5c0a-45d0-8947-e5da1c39102a
-8522980.96600624,4771892.06282558,7514,5797,041,USE2015-03391,Y,2015/10/29 00:00:00+00,Oct 29 2015 12,2FD,2FD,F,3,WALTHERSON                               ,5797 041,5227 HARFORD ROAD,aaff3834-306f-453b-8401-2bce5e4f6f8c
-8522755.0591703,4771382.95193123,7515,5798,030A,USE2020-51817,Y,2020/04/27 12:00:08+00,Apr 27 2020 12,1-05,1-05,F,3,WALTHERSON                               ,5798 030A,3310 RUECKERT AVE,08d557c6-8503-4c64-b073-c9ad85635ba8
-8523048.46331209,4771574.33183426,7516,5798,046,USE2017-01314,Y,2017/06/08 09:50:45+00,Jun  8 2017  9,2FD,SF,F,3,WALTHERSON                               ,5798 046,3100 RUECKERT AVE,0c0a89cc-0ecd-4242-a817-4040e5135288
-8523131.96355375,4771666.35369042,7517,5798,054,USE2015-04156,Y,2016/06/20 00:00:00+00,Jun 20 2016 12,COM,SF,F,3,WALTHERSON                               ,5798 054,5107 HARFORD ROAD,450b7f5f-1f1e-4148-ac33-8e4b24d8d218
-8523136.44138475,4771540.84887763,7518,5804,026,USE2020-50486,Y,2020/03/17 15:00:24+00,Mar 17 2020  3,1-05,1-05,F,3,WALTHERSON                               ,5804 026,3003 RUECKERT AVE,3d2e7349-1c9d-473f-8553-e4fad2a30f97
-8523185.63561915,4771493.2832407,7519,5804,031,USE2016-00134,Y,2016/04/21 00:00:00+00,Apr 21 2016 12,VAC,COM,F,3,WALTHERSON                               ,5804 031,5009 HARFORD ROAD,90cc57ee-de4f-4b3b-9f32-84cfd29d86d0
-8522817.73995657,4771214.22997142,7520,5804,077,USE2016-04762,Y,2016/10/17 10:07:20+00,Oct 17 2016 10,SF,SF,F,3,WALTHERSON                               ,5804 077,3307 LERCH DR,87a7d1d3-172a-407a-a26d-2224f4bc651b
-8522846.52393158,4771242.59610185,7521,5804,079,USE2017-53534,Y,2017/11/01 14:30:02+00,Nov  1 2017  2,1-05,1-05,F,3,WALTHERSON                               ,5804 079,3303 LERCH DR,567feabe-77cc-44c4-9203-48f517bdfeeb
-8522922.97213123,4771313.52022398,7522,5804,102,USE2023-52601,Y,2023/06/22 15:00:08+00,Jun 22 2023  3,7-03,1-05,F,3,WALTHERSON                               ,5804 102,5006 ROSS ROAD,871400f2-e90a-4dad-a8c2-6fefe6c02179
-8523007.76250629,4771127.70451747,7523,5804,111,USE2017-51049,Y,2017/06/09 15:04:07+00,Jun  9 2017  3,1-07,1-05,D,3,WALTHERSON                               ,5804 111,4906 ROSS ROAD,2d911c4f-771e-4ff6-8938-1037eaa78011
-8523182.54312824,4771008.68116556,7524,5809,002,USE2019-53706,Y,2019/07/31 15:30:08+00,Jul 31 2019  3,1-05,1-05,D,3,WALTHERSON                               ,5809 002,4803 ARABIA AVE,af6052a5-1641-44c6-81d6-ad89cf934b5d
-8523239.35239572,4771379.84708066,7525,5810,014A,USE2021-51591,Y,2021/07/21 15:00:04+00,Jul 21 2021  3,1-08,1-08,D,3,WALTHERSON                               ,5810 014A,3007 AILSA AVE,9c75d929-c188-45f2-baba-c48991569f26
-8523137.26351087,4770825.48548235,7526,5811,035,USE2021-53904,Y,2021/08/20 10:30:03+00,Aug 20 2021 10,1-05,1-05,D,3,MORAVIA-WALTHER                          ,5811 035,3306 ROSEKEMP AVE,30d44618-7c54-4462-8b5f-cec66f1a2548
-8522875.58221674,4770523.337384,7527,5811A,018,USE2016-00084,Y,2016/02/08 00:00:00+00,Feb  8 2016 12,SF,SF,D,3,MORAVIA-WALTHER                          ,5811A018,4713 CROSSWOOD AVE,12d26adc-75aa-48f1-958d-1d78d501ea63
-8521383.29521674,4770603.65616929,7528,5815,007,USE2020-55480,Y,2021/01/06 17:00:02+00,Jan  6 2021  5,1-05,1-05,D,2,WALTHERSON                               ,5815 007,4114 MONTANA AVE,3fa50ca4-bca2-4884-9c71-1e1f6168649e
-8521643.81979709,4770622.67292023,7529,5818A,001,USE2021-54461,Y,2021/12/17 15:30:02+00,Dec 17 2021  3,1-05,1-05,D,2,WALTHERSON                               ,5818A001,5500 HILLTOP AVE,0fbdd2a7-4d0c-4e0b-9b07-beb9e888c5da
-8521604.6224219,4770670.90719657,7530,5818A,003,USE2015-02379,Y,2015/07/20 00:00:00+00,Jul 20 2015 12,SF,SF,D,2,WALTHERSON                               ,5818A003,5504 HILLTOP AVE,ae3ddc8a-5510-4ad7-8029-d1486e4b022f
-8521802.77694265,4770649.71928291,7531,5818A,104,USE2015-04058,Y,2015/12/14 00:00:00+00,Dec 14 2015 12,SF,SF,D,2,WALTHERSON                               ,5818A104,3918 FRANKFORD AVE,e88ae889-3048-44d0-99f0-a119a23d9efd
-8521873.91333022,4770666.46572875,7532,5826,006E,USE2018-54756,Y,2021/03/23 07:00:03+00,Mar 23 2021  7,1-09,1-09,D,2,WALTHERSON                               ,5826 006E,3909 FRANKFORD AVE,b6b05fc8-237a-4fd6-9e74-e54fbad7dcb0
-8521859.08919938,4770417.7930567,7533,5826,021,USE2021-56110,Y,2023/06/20 13:50:35+00,Jun 20 2023  1,7-03,1-09,D,2,WALTHERSON                               ,5826 021,4016 ECHODALE AVE,102ecf9f-9b22-4556-9388-1f8fbc79b01b
-8521960.22980084,4770561.4606566,7534,5826,027A,USE2022-52230,Y,2022/03/15 10:30:04+00,Mar 15 2022 10,7-03,1-09,D,2,WALTHERSON                               ,5826 027A,3901 CORSE AVE,a445c664-d20e-4fdc-bfe2-499af942cb1e
-8521925.02922012,4770185.94779782,7535,5827,003,USE2016-03991,Y,2017/01/26 09:57:14+00,Jan 26 2017  9,VAC,SF,D,2,WALTHERSON                               ,5827 003,4020 BIDDISON LANE,cba23db7-204f-4c99-a771-1c276f2a69d1
-8521870.42511242,4770149.50302762,7536,5827,004,USE2016-04233,Y,2016/11/29 15:56:12+00,Nov 29 2016  3,VAC,2FD,D,2,WALTHERSON                               ,5827 004,5208 BELAIR ROAD,cb7a3dbe-5f95-41a5-8fbf-33b811aa3c3b
-8521863.57139372,4770187.59831511,7537,5827,005,USE2016-04234,Y,2017/01/27 14:43:41+00,Jan 27 2017  2,SF,2FD,D,2,WALTHERSON                               ,5827 005,5214 BELAIR ROAD,c325b663-1a96-4af8-a4bd-fad567ceec6a
-8521904.4081222,4770381.01872663,7538,5827,018,USE2017-01301,Y,2017/08/16 13:54:54+00,Aug 16 2017  1,VAC,SF,D,2,WALTHERSON                               ,5827 018,4017 ECHODALE AVE,e90b188c-1a2e-40bb-8116-2843c7693514
-8521912.13230013,4770398.80995202,7539,5827,019,USE2017-01236,Y,2017/05/11 09:51:54+00,May 11 2017  9,SF,SF,D,2,WALTHERSON                               ,5827 019,4015 ECHODALE AVE,411b14e9-0413-4595-9e3a-4438df7017e5
-8522018.67966323,4770372.64249389,7540,5827,024,USE2021-54899,Y,2021/10/25 14:30:02+00,Oct 25 2021  2,1-08,1-08,D,2,WALTHERSON                               ,5827 024,5205 EUGENE AVE,5d2be1b2-03d7-4b1a-9233-1b6157a57f18
-8522099.55648008,4770697.34710723,7541,5832,009,USE2017-54551,Y,2019/02/28 16:00:02+00,Feb 28 2019  4,1-05,1-05,D,2,WALTHERSON                               ,5832 009,3815 ECHODALE AVE,7e3cd041-7080-4723-92e5-f65ab93e4429
-8522220.74789771,4770835.01223441,7542,5832B,037,USE2016-02408,Y,2016/06/06 00:00:00+00,Jun  6 2016 12,SF,SF,D,2,WALTHERSON                               ,5832B037,5210 PEMBROKE AVE,8c40dd68-6e73-43bd-b366-db1829aed562
-8522441.24568885,4770531.8350011,7543,5832C,056,USE2017-50878,Y,2017/06/02 07:30:05+00,Jun  2 2017  7,SF,SF,D,2,WALTHERSON                               ,5832C056,3722 RIDGECROFT ROAD,c5028a2e-d519-4ec8-8d31-62483d8ac5eb
-8522771.89814973,4770689.36842069,7544,5832D,001I,USE2017-01117,Y,2017/04/18 14:36:49+00,Apr 18 2017  2,2FD,2FD,D,3,WALTHERSON                               ,5832D001I,4804 CROSSWOOD AVE,a934ec16-791a-4292-b76f-b457fbd5bd34
-8522696.3360632,4770510.2853854,7545,5832E,002A,USE2016-03398,Y,2017/02/06 16:23:09+00,Feb  6 2017  4,SF,SF,D,3,WALTHERSON                               ,5832E002A,3706 SOUTHERN AVE,2051266a-ad4c-4a9f-a1b3-42849f1d4331
-8522629.86908892,4770482.33211732,7546,5832E,033,USE2015-00239,Y,2015/05/04 00:00:00+00,May  4 2015 12,VAC,SF,D,3,WALTHERSON                               ,5832E033,3713 WOODLEA AVE,d5a2a53f-a613-4399-b545-9e3212fe9155
-8522282.26537192,4770165.35721517,7547,5841,015,USE2021-55970,Y,2022/08/23 08:00:04+00,Aug 23 2022  8,1-05,1-05,D,2,WALTHERSON                               ,5841 015,5002 ARDMORE WAY,645cf10e-427b-439b-9b86-0a756eafbf36
-8522115.75991685,4770261.27003208,7548,5841,026,USE2021-55174,Y,2021/11/24 14:30:04+00,Nov 24 2021  2,1-05,1-05,D,2,WALTHERSON                               ,5841 026,5112 ARDMORE WAY,b0b50568-b2fe-47d4-a700-3f0ab0d80aa4
-8522066.51958288,4770288.32831879,7549,5841,029,USE2021-55665,Y,2021/12/06 15:00:06+00,Dec  6 2021  3,1-05,1-05,D,2,WALTHERSON                               ,5841 029,5118 ARDMORE WAY,1db31900-0bc1-42e5-9ba9-98be25f8caa5
-8522049.30188057,4770297.35604644,7550,5841,030,USE2018-56337,Y,2019/03/05 15:24:27+00,Mar  5 2019  3,1-05,1-05,D,2,WALTHERSON                               ,5841 030,5120 ARDMORE WAY,74f8deb6-5ae5-4a95-948c-6867e5dfb99b
-8522135.74812799,4770117.37153976,7551,5843,008A,USE2020-50693,Y,2020/02/27 10:32:52+00,Feb 27 2020 10,1-07,1-07,D,2,WALTHERSON                               ,5843 008A,4008 CHESMONT AVE,5ca00554-e08f-43d2-919c-d9f1a4e09e90
-8521955.7842963,4770032.56471197,7552,5845,001,USE2016-02502,Y,2016/10/12 00:00:00+00,Oct 12 2016 12,MIXC,MIXC,D,2,WALTHERSON                               ,5845 001,5120 BELAIR ROAD,8f934c65-a2ab-4e74-8a45-ed1c6e2872eb
-8521918.55029701,4770065.67272552,7553,5845,007,USE2020-51515,Y,2020/04/01 12:30:14+00,Apr  1 2020 12,1-08,1-09,D,2,WALTHERSON                               ,5845 007,5134 BELAIR ROAD,3b87820e-75c8-46e9-94e4-2353c1ebdea3
-8522023.95011701,4770030.28741343,7554,5845A,016,USE2017-00347,Y,2017/03/01 13:20:21+00,Mar  1 2017  1,VAC,SF,D,2,WALTHERSON                               ,5845A016,5113 BENTON HEIGHTS AVE,ffb89b45-5775-4a3d-a5c3-708e5cf7701b
-8522046.3916528,4770009.49676568,7555,5845A,021,USE2017-00583,Y,2017/04/24 09:20:06+00,Apr 24 2017  9,SF,SF,D,2,WALTHERSON                               ,5845A021,5103 BENTON HEIGHTS AVE,0d543f19-ddec-4b90-ae80-e6f5635fcf7b
-8522050.64576302,4769946.13337726,7556,5845B,010,USE2018-56152,Y,2019/01/10 16:30:03+00,Jan 10 2019  4,1-08,1-08,D,2,WALTHERSON                               ,5845B010,5018 BELAIR ROAD,df446251-dc03-4170-9804-8cf7a9fb78d2
-8522171.4976129,4769835.82165887,7557,5845C,007,USE2017-50926,Y,2017/12/14 14:30:01+00,Dec 14 2017  2,3-42,3-42,D,2,WALTHERSON                               ,5845C007,4920 BELAIR ROAD,dc27fa2f-b163-49b4-b6c8-1730a1552864
-8522164.23948872,4770362.22886983,7558,5849,025,USE2018-52281,Y,2018/05/10 13:03:32+00,May 10 2018  1,1-05,1-05,D,2,WALTHERSON                               ,5849 025,5106 EUGENE AVE,bc6df669-ecd3-49e2-adac-b2bd748208cb
-8522306.97083507,4770478.0278885,7559,5850,003,USE2023-50447,Y,2023/02/10 12:30:04+00,Feb 10 2023 12,1-05,1-05,D,2,WALTHERSON                               ,5850 003,5009 REMMELL AVE,eacbadd3-9113-4e83-a40e-16aaddde8d65
-8522216.3303153,4770462.979455,7560,5850,025,USE2019-55774,Y,2020/06/05 15:30:06+00,Jun  5 2020  3,1-05,1-05,D,2,WALTHERSON                               ,5850 025,3811 BIDDISON LANE,11abf706-7c48-424f-bdd3-8a2571ed81a6
-8522382.72433452,4769823.48847456,7561,5853,002,USE2022-55154,Y,2022/08/22 07:30:02+00,Aug 22 2022  7,1-05,1-05,D,3,WALTHERSON                               ,5853 002,4027 RIDGECROFT ROAD,192a2ee7-f76a-4c75-b1b5-f2747051ea8d
-8522381.97066021,4770042.49703389,7562,5853,016,USE2017-01695,Y,2017/05/11 11:52:11+00,May 11 2017 11,SF,SF,D,3,WALTHERSON                               ,5853 016,4001 RIDGECROFT ROAD,b6a99ce4-fb37-4b4b-866a-1574043643d3
-8522454.82434202,4769826.50023471,7563,5854,016,USE2019-55519,Y,2020/01/31 14:43:59+00,Jan 31 2020  2,1-05,1-05,D,3,WALTHERSON                               ,5854 016,4101 WOODLEA AVE,b9b84699-2ce9-4b56-b4f9-ca483c7456c7
-8522529.9219051,4769879.72280991,7564,5854A,002A,USE2016-02754,Y,2016/06/27 12:19:10+00,Jun 27 2016 12,SF,SF,D,3,WALTHERSON                               ,5854A002A,4012 SOUTHERN AVE,d1930d3a-e25d-4ed3-822b-273e1d339a0b
-8522502.37172247,4770004.95845072,7565,5854A,009,USE2022-55340,Y,2022/09/07 15:56:18+00,Sep  7 2022  3,1-05,1-05,D,3,WALTHERSON                               ,5854A009,4001 WOODLEA AVE,5b2266e8-e93a-43cf-86a8-0b761686d16f
-8522462.72907321,4769857.10189599,7566,5854A,016,USE2018-54921,Y,2022/03/23 14:30:06+00,Mar 23 2022  2,1-05,1-05,D,3,WALTHERSON                               ,5854A016,4015 WOODLEA AVE,2415a839-8eb3-4486-8436-a02d3f495e04
-8522531.7228737,4770116.72359909,7567,5854B,017,USE2015-01430,Y,2015/11/03 00:00:00+00,Nov  3 2015 12,SF,SF,D,3,WALTHERSON                               ,5854B017,3911 WOODLEA AVE,a5172108-df42-4515-bcad-b67768fba0b6
-8522595.55567126,4770357.70279458,7568,5854C,014,USE2016-02672,Y,2016/11/03 13:05:26+00,Nov  3 2016  1,VAC,SF,D,3,WALTHERSON                               ,5854C014,3807 WOODLEA AVE,6f1b07f1-6625-4a49-b4c6-25535afbc150
-8522644.03922908,4769640.39516295,7569,5858A,018A,USE2018-54186,Y,2018/10/26 12:30:06+00,Oct 26 2018 12,1-05,1-05,D,3,WALTHERSON                               ,5858A018A,4103 WILKE AVE,7252238d-432d-4adc-b903-7ff4bf1d3a55
-8522711.83117031,4769417.04607735,7570,5862A,004,USE2016-00297,Y,2016/03/04 00:00:00+00,Mar  4 2016 12,SF,SF,D,3,WALTHERSON                               ,5862A004,4145 MARX AVE,ca7fd911-5481-4d56-97df-e4fe51ad446a
-8522716.21714389,4769433.77246777,7571,5862A,005,USE2021-50383,Y,2021/07/08 14:00:05+00,Jul  8 2021  2,1-09,1-09,D,3,WALTHERSON                               ,5862A005,4143 MARX AVE,19711db6-0fcd-4564-92c5-2a40f4b1188e
-8522729.98394395,4769483.76131176,7572,5862A,007,USE2015-00315,Y,2015/02/03 00:00:00+00,Feb  3 2015 12,VAC,SF,D,3,WALTHERSON                               ,5862A007,4137 MARX AVE,fc0f1381-0bdc-455a-86b2-5f0a2ad64a9d
-8522776.51716995,4769667.34797335,7573,5862A,010F,USE2015-05616,Y,2016/07/11 15:11:47+00,Jul 11 2016  3,VAC,2FD,D,3,WALTHERSON                               ,5862A010F,4111 MARX AVE,0165d255-56a5-4362-bf81-90c2681f3872
-8522788.49512349,4769749.02162067,7574,5862A,013A,USE2020-53610,Y,2020/09/14 12:30:03+00,Sep 14 2020 12,1-05,1-05,D,3,WALTHERSON                               ,5862A013A,4101 MARX AVE,84a08a41-63df-4e90-bd2f-9f21db9b26be
-8522779.51797745,4769466.97228203,7575,5864,037,USE2017-51585,Y,2017/08/04 15:00:04+00,Aug  4 2017  3,1-09,1-09,D,3,WALTHERSON                               ,5864 037,4110 SAINT THOMAS AVE,670072ca-30e1-4c29-9249-bd8ec6c3b2f5
-8522809.75707173,4769366.27636507,7576,5864,059,USE2019-53209,Y,2019/07/11 12:00:59+00,Jul 11 2019 12,1-09,1-09,D,3,WALTHERSON                               ,5864 059,4604 BENTON HEIGHTS AVE,c0e619a8-60f3-417a-ac29-deb67d76813f
-8522796.39504602,4769315.72662999,7577,5864,063,USE2017-50096,Y,2018/03/26 15:00:02+00,Mar 26 2018  3,SF,SF,D,3,WALTHERSON                               ,5864 063,4605 BENTON HEIGHTS AVE,791a7daa-f0b5-4f80-9454-7469d86b0198
-8522753.19398547,4769304.37791703,7578,5864,075,USE2015-04941,Y,2016/01/15 00:00:00+00,Jan 15 2016 12,VAC,SF,D,3,WALTHERSON                               ,5864 075,4620 BELAIR ROAD,1f31c5ec-4546-491e-ba5f-f9c1987e2a07
-8522671.77672769,4769959.40769235,7579,5864O,007,USE2019-54171,Y,2019/09/26 08:30:08+00,Sep 26 2019  8,1-07,1-07,D,3,WALTHERSON                               ,5864O007,4714 SCHLEY AVE,8211127e-145b-4abc-980a-0db76659c6d5
-8522705.99658635,4770124.48731963,7580,5864O,081,USE2015-02263,Y,2015/09/29 00:00:00+00,Sep 29 2015 12,VAC,SF,D,3,WALTHERSON                               ,5864O081,3912 WILKE AVE,85923c00-8232-4f2a-ac91-269595e89441
-8522917.71398142,4770041.11178741,7581,5864O,141,USE2020-52072,Y,2020/07/06 15:30:09+00,Jul  6 2020  3,7-03,1-07,D,3,WALTHERSON                               ,5864O141,3810 CEDARHURST ROAD,98cd543a-af7f-4705-b666-2f3e2ff87fd1
-8522999.67515899,4769768.19767064,7582,5872,002,USE2017-50253,Y,2017/04/18 15:00:00+00,Apr 18 2017  3,SF,SF,D,3,WALTHERSON                               ,5872 002,4505 SCHLEY AVE,ebd03389-56f8-46da-b25d-c6cbd1a19bfa
-8523680.69106312,4770536.58826921,7583,5883A,021,USE2017-52359,Y,2017/10/18 16:00:40+00,Oct 18 2017  4,1-05,1-11,D,3,BEVERLY HILLS                            ,5883A021,4510 ARABIA AVE,e6f12716-8df2-4a01-bea4-116b382cec3a
-8523684.52799171,4769661.25504438,7584,5896A,026,USE2016-02170,Y,2016/05/23 00:00:00+00,May 23 2016 12,SF,SF,B,3,ARCADIA                                  ,5896A026,3207 TYNDALE AVE,f4dc6737-3731-4759-a717-967e93c5b557
-8523664.85739154,4769286.17755618,7585,5898C,017,USE2021-51507,Y,2021/04/09 13:30:02+00,Apr  9 2021  1,7-03,1-05,D,3,BELAIR-PARKSIDE                          ,5898C017,3703 PARKSIDE DR,b1211081-2365-4ca1-a936-a9395b367cc4
-8523598.10333974,4769296.97501952,7586,5898F,004,USE2017-50447,Y,2017/11/28 15:00:01+00,Nov 28 2017  3,SF,SF,D,3,ARCADIA                                  ,5898F004,3706 PARKSIDE DR,d2d3b4df-b0dc-47ac-884c-f46420939319
-8523502.25687243,4769394.31961986,7587,5898F,022,USE2019-54581,Y,2020/03/25 11:30:06+00,Mar 25 2020 11,1-07,1-05,D,3,ARCADIA                                  ,5898F022,4211 HECKEL AVE,2f8d2e93-575d-4b45-ba98-95225a916ee4
-8523185.48933448,4768882.38078061,7588,5898H,003,USE2017-51884,Y,2017/11/07 15:00:00+00,Nov  7 2017  3,1-08,1-08,H,3,BELAIR-PARKSIDE                          ,5898H003,4306 BELAIR ROAD,be7f815e-da9c-4e51-8bae-f3c88ee6574b
-8523113.54036096,4768955.12498706,7589,5898H,003J,USE2021-54346,Y,2021/09/14 14:30:04+00,Sep 14 2021  2,1-08,1-08,H,3,ARCADIA                                  ,5898H003J,4408 BELAIR ROAD,58f12126-ad66-4eb4-b138-2190479ab6c7
-8523108.38152119,4768960.28613932,7590,5898H,003K,USE2018-51348,Y,2018/03/20 14:30:01+00,Mar 20 2018  2,1-08,1-08,H,3,ARCADIA                                  ,5898H003K,4410 BELAIR ROAD,835e3ad3-53d7-46dc-9df9-be44030f3f3e
-8523096.60361662,4768973.1833,7591,5898H,003M,USE2014-00420,Y,2015/04/24 00:00:00+00,Apr 24 2015 12,VAC,SF,H,3,ARCADIA                                  ,5898H003M,4414 BELAIR ROAD,b7b68447-7c37-4bc4-abf2-1776502e3d59
-8523376.18770502,4769033.76546636,7592,5898H,009A,USE2020-52109,Y,2020/07/27 14:00:08+00,Jul 27 2020  2,1-09,1-09,H,3,ARCADIA                                  ,5898H009A,4210 COTTMAN AVE,1ed94735-09be-4e85-9f68-a25908fac5c6
-8523388.43169728,4769020.91757096,7593,5898H,010,USE2018-50470,Y,2018/01/26 14:00:03+00,Jan 26 2018  2,1-05,1-05,H,3,ARCADIA                                  ,5898H010,4208 COTTMAN AVE,adbd4ea2-7121-44f2-8ece-c9380c391b5c
-8523446.63210516,4769088.47944553,7594,5898H,014B,USE2018-51175,Y,2018/05/01 14:30:03+00,May  1 2018  2,1-07,1-07,D,3,ARCADIA                                  ,5898H014B,3906 PARKSIDE DR,43b756f8-37b4-4180-8d24-40d5e54518ca
-8523468.75311415,4769112.65724746,7595,5898H,015,USE2020-52218,Y,2020/05/29 13:30:08+00,May 29 2020  1,1-11,1-05,D,3,ARCADIA                                  ,5898H015,3902 PARKSIDE DR,12dde67c-4ea7-48e1-956e-4acbacf22fcb
-8523237.75690517,4768965.36963887,7596,5898H,032,USE2017-00380,Y,2017/02/24 12:48:50+00,Feb 24 2017 12,SF,SF,H,3,BELAIR-PARKSIDE                          ,5898H032,4137 EIERMAN AVE,fe4780b5-b5cd-4074-baa6-7deb05a8cbd7
-8523241.70079655,4768969.13519637,7597,5898H,033,USE2015-01560,Y,2015/05/01 00:00:00+00,May  1 2015 12,VAC,SF,H,3,BELAIR-PARKSIDE                          ,5898H033,4135 EIERMAN AVE,a498980b-3382-40c6-a8c9-fa0021a8f8ce
-8523257.74639259,4768984.46316123,7598,5898H,037,USE2020-51169,Y,2020/06/11 14:30:11+00,Jun 11 2020  2,7-03,1-08,H,3,BELAIR-PARKSIDE                          ,5898H037,4127 EIERMAN AVE,f0766292-cb6e-46ca-b7ba-8c8894c06fbf
-8523289.58703039,4769014.86653164,7599,5898H,045,USE2019-55787,Y,2019/12/10 11:30:22+00,Dec 10 2019 11,7-03,1-08,H,3,BELAIR-PARKSIDE                          ,5898H045,4111 EIERMAN AVE,4923c890-6d6d-4d78-bc73-9a02544ea9cc
-8523335.23860676,4769058.58735642,7600,5898H,055,USE2021-51013,Y,2021/03/29 12:00:10+00,Mar 29 2021 12,7-03,1-08,H,3,ARCADIA                                  ,5898H055,4013 EIERMAN AVE,9bd6b550-c3e0-4a86-8718-6a67ee305c8e
-8523343.80060738,4769066.69568719,7601,5898H,057,USE2022-53165,Y,2022/04/29 11:30:04+00,Apr 29 2022 11,1-08,1-08,H,3,ARCADIA                                  ,5898H057,4009 EIERMAN AVE,16c1f90f-4635-48cc-a436-9fd262392d10
-8523360.78527089,4769082.92658955,7602,5898H,061,USE2016-03987,Y,2018/10/15 15:18:36+00,Oct 15 2018  3,SF,SF,H,3,ARCADIA                                  ,5898H061,4001 EIERMAN AVE,d9bc9962-210e-4d0b-9eee-0f0718e23ed7
-8523148.60080662,4768968.30545866,7603,5898H,063,USE2016-00120,Y,2016/01/15 00:00:00+00,Jan 15 2016 12,VAC,SF,H,3,ARCADIA                                  ,5898H063,4156 EIERMAN AVE,f123be5c-6b51-4f62-8b44-9c329a4f87fc
-8523173.72520537,4768990.58789334,7604,5898H,069,USE2017-00181,Y,2018/02/20 13:07:41+00,Feb 20 2018  1,VAC,SF,H,3,ARCADIA                                  ,5898H069,4144 EIERMAN AVE,f219e80e-9446-4618-9ac8-7bf7d440d9df
-8523194.27664681,4769008.80939644,7605,5898H,074,USE2018-50043,Y,2018/01/04 07:30:02+00,Jan  4 2018  7,1-08,1-08,H,3,ARCADIA                                  ,5898H074,4134 EIERMAN AVE,7d095658-f2b4-4b65-a163-b475ad110706
-8523198.42909087,4769012.48524231,7606,5898H,075,USE2022-53166,Y,2022/05/04 13:00:05+00,May  4 2022  1,1-08,1-08,H,3,ARCADIA                                  ,5898H075,4132 EIERMAN AVE,669ba7a2-dd73-4c23-83be-d187d07339aa
-8523235.51048254,4769045.37329711,7607,5898H,084,USE2015-05452,Y,2016/06/01 00:00:00+00,Jun  1 2016 12,SF,SF,H,3,ARCADIA                                  ,5898H084,4114 EIERMAN AVE,ddc53b7b-fb05-4bae-a07d-89879aace42e
-8523264.62536443,4769071.18815204,7608,5898H,091,USE2017-52593,Y,2017/09/08 15:00:03+00,Sep  8 2017  3,1-08,1-08,H,3,ARCADIA                                  ,5898H091,4100 EIERMAN AVE,56f5e4a7-b067-47b0-b9d1-6431ab987eb9
-8523301.67239009,4769104.03463327,7609,5898H,100,USE2018-54686,Y,2018/09/30 17:30:03+00,Sep 30 2018  5,1-08,1-08,H,3,ARCADIA                                  ,5898H100,4010 EIERMAN AVE,305c7aeb-3694-4cb3-8080-de5f55459fbc
-8523309.88387763,4769111.3216901,7610,5898H,102,USE2016-02553,Y,2016/12/12 15:12:34+00,Dec 12 2016  3,SF,SF,H,3,ARCADIA                                  ,5898H102,4006 EIERMAN AVE,07740596-4815-4a23-a4f4-a900edc3a5a1
-8523314.10673746,4769115.05917685,7611,5898H,103,USE2018-52947,Y,2018/08/13 15:00:07+00,Aug 13 2018  3,1-08,1-08,H,3,ARCADIA                                  ,5898H103,4004 EIERMAN AVE,9bf53a3c-8a79-4a9a-a68c-01bd9d3bbf36
-8523407.17504267,4769130.6720984,7612,5898H,121,USE2017-52592,Y,2017/09/14 14:00:02+00,Sep 14 2017  2,1-07,1-07,H,3,ARCADIA                                  ,5898H121,3901 EIERMAN AVE,51225939-9a33-41e0-ab44-7f8b334065ea
-8523926.59660532,4767894.65677108,7613,5902,005,USE2019-53245,Y,2019/07/02 15:00:11+00,Jul  2 2019  3,1-05,1-05,F,13,BELAIR-EDISON                            ,5902 005,3012 MAYFIELD AVE,09c10248-6520-4782-95d1-2604a19207d4
-8523919.49885786,4767887.25966541,7614,5902,006,USE2016-04685,Y,2016/10/18 15:13:39+00,Oct 18 2016  3,SF,SF,F,13,BELAIR-EDISON                            ,5902 006,3014 MAYFIELD AVE,f4d0598a-547f-43c4-9378-ecb376a2af85
